,Name,JapaneseName,Station,Restaurant_Type_1,Restaurant_Type_2,DinnerLowPrice,DinnerHighPrice,LunchLowPrice,LunchHighPrice,TotalRating,DinnerRating,LunchRating,ReviewNum,Lat,Long,IsJapaneseCuisine
705,nikubarushouzudainingu,肉バル SHOW'S dining,Karasuma,Bar,Yakiniku (BBQ Beef),"¥3,000","¥3,999",¥0,¥999,3,3,,4,35.00516341,135.7619761,TRUE
706,yakinikushokudoukandon,焼肉食堂 韓丼 京都八幡店,Matsuiyamate,Yakiniku (BBQ Beef),Korean cuisine,"¥1,000","¥1,999",¥0,¥999,3.07,3.06,3.07,10,34.85638731,135.7102891,FALSE
707,Kyoutohanagushi,京都 はな串,Kyoto,Kushi-age (Fried Skewer),Yakitori (Grilled chicken),"¥2,000","¥2,999",,,3.07,3.07,,7,34.98693464,135.7531129,TRUE
708,Harise,はり清,Kiyomizu Gojo,Kaiseki (Traditional Japanese),Kyoto Cuisine,"¥10,000","¥14,999","¥5,000","¥5,999",3.6,3.59,3.58,31,34.99470857,135.7708961,TRUE
709,Hayashi,はやし 四条店,Shijo,Horumon (BBQ Offel),Yakiniku (BBQ Beef),"¥4,000","¥4,999",,,3.51,3.51,,38,35.00242301,135.7578446,TRUE
710,Iori,草庵,Kyoto Shiyakusho Mae,Izakaya (Tavern),Seafood,"¥3,000","¥3,999",,,3.26,3.26,,13,35.01322233,135.7658518,TRUE
711,Kankokusakuratei,韓国さくら亭,Nishioji,Yakiniku (BBQ Beef),Creative cuisine,"¥3,000","¥3,999",,,3.27,3.27,3.24,14,34.98471552,135.7261778,TRUE
712,Norumandhi,ノルマンディー 河原町店,Kyoto Shiyakusho Mae,French,Mediterranean,"¥6,000","¥7,999","¥2,000","¥2,999",3.55,3.54,3.29,38,35.01041714,135.7694769,FALSE
713,Rokurokuato,６６art,Saiin,Izakaya (Tavern),Seafood,"¥3,000","¥3,999",,,3.46,3.46,,21,35.00252704,135.7310765,TRUE
714,Sagano,嵯峨野,Arashiyama,Tofu,Yuba,"¥3,000","¥3,999",,,3.58,3.5,3.57,129,35.01450089,135.6746449,TRUE
715,Kaosusupaisudaina,カオス スパイス ダイナー,Kyoto Shiyakusho Mae,Curry (other),Dining bar,"¥1,000","¥1,999","¥1,000","¥1,999",3.35,3.06,3.35,36,35.00784988,135.7672044,TRUE
716,Erushimmachi,エール新町,Shijo,French,Italian,"¥5,000","¥5,999","¥2,000","¥2,999",3.44,3.4,3.09,15,35.00157814,135.7568108,FALSE
717,Ginzaraion,銀座ライオン 京都アバンティ店,Kyoto,Beer,beer restaurant,"¥3,000","¥3,999",¥0,¥999,3.08,3.07,3.09,30,34.98359207,135.7603369,TRUE
718,kyouyakinikukikyou,京焼肉 ききょう,Karasuma Oike,Yakiniku (BBQ Beef),Izakaya (Tavern),"¥5,000","¥5,999",¥0,¥999,3.24,3.2,3.11,33,35.00883352,135.7588898,TRUE
719,Robatasushihotaru,炉端・鮨　蛍,Karasuma Oike,Robatayaki,Seafood,"¥4,000","¥4,999",¥0,¥999,3.38,3.29,3.22,40,35.00867155,135.7589738,TRUE
720,nikubaruginjirou,肉バル銀次郎 京都駅前東店,Kyoto,Bar,Italian,"¥3,000","¥3,999",¥0,¥999,3.44,3.31,3.29,32,34.98914427,135.7609941,FALSE
721,Tanuki,たぬき 六角店,Sanjo,Izakaya (Tavern),Creative cuisine,"¥2,000","¥2,999",,,3,3,,10,35.00758745,135.7698095,TRUE
722,Arashiyamamitate,嵐山MITATE,Arashiyama,French,Kyoto Cuisine,"¥10,000","¥14,999","¥5,000","¥5,999",3.66,3.61,3.6,30,35.01517005,135.6788056,FALSE
723,Gansochikaranikumiyoshi,元祖力肉 みよ志,Nijo,Yakiniku (BBQ Beef),Izakaya (Tavern),"¥3,000","¥3,999",,,3.07,3.08,,24,35.00779714,135.7439592,TRUE
724,Rakuzouutage,楽蔵うたげ 京都駅前店,Kyoto,Izakaya (Tavern),Yakitori (Grilled chicken),"¥3,000","¥3,999",,,3.02,3.03,,8,34.987908,135.7600284,TRUE
725,Kyoutomamehachi,京都豆八,Gion Shijo,Kyoto Cuisine,Tofu,"¥4,000","¥4,999","¥1,000","¥1,999",3.08,3.06,3.11,22,35.00510357,135.7710467,TRUE
726,Garejisankyukafe,ガレージ サンキューカフェ,Uzumasa Tenjingawa,Cafe,Izakaya (other),"¥2,000","¥2,999","¥2,000","¥2,999",3.03,3.03,3,7,35.01387168,135.7162233,TRUE
727,Membou,めん坊 木屋町店,Kyoto Shiyakusho Mae,Kaiseki (Traditional Japanese),Udon Suki,"¥4,000","¥4,999",,,3.11,3.08,3.17,15,35.01157316,135.7709836,TRUE
728,Masohohanare,まそほ離れ,Kyoto,Izakaya (Tavern),Seafood,"¥3,000","¥3,999",,,3.18,3.18,,10,34.98774882,135.7583633,TRUE
729,Yumeya,夢屋,Kyoto Shiyakusho Mae,Okonomiyaki,Chow Mein Noodle,"¥1,000","¥1,999",,,3.55,3.55,,73,35.0136063,135.7725451,TRUE
730,Giontakahashi,祗をん たかはし,Gion Shijo,Kappo (Traditional Japanese),Fugu (Blowfish),"¥10,000","¥14,999",,,3.57,3.57,,9,35.00222977,135.7744222,TRUE
731,Ranka,Lanka,Kawaramachi,Bistro,French,"¥6,000","¥7,999","¥2,000","¥2,999",3.58,3.58,3.58,48,35.00416862,135.7678292,FALSE
732,Hakatamotsunabefukuya,博多もつ鍋　福屋 京都店,Kawaramachi,Motsu Nabe (Offel Hot Pot),Izakaya (Tavern),"¥3,000","¥3,999",,,3.03,3.03,,15,35.00458819,135.769812,TRUE
733,Ramenhikosaku,らーめん　彦さく,Imadegawa,Ramen,Dumplings,¥0,¥999,¥0,¥999,3.51,3.4,3.45,62,35.02968054,135.7480114,TRUE
734,Shunsaisousakubifferoan,露菴 京都八幡店,Yawatashi,Buffet style,Shabu Shabu (Japanese Steamboat),"¥2,000","¥2,999","¥1,000","¥1,999",3,3.05,3,21,34.86133174,135.717112,TRUE
735,Tempurabaruharuichi,天ぷらバル ハルイチ,Karasuma Oike,Tempura,Bar,"¥2,000","¥2,999",,,3.3,3.3,3.02,6,35.01003983,135.7618067,TRUE
736,Tankumakitamise,たん熊北店 本店,Kawaramachi,Kyoto Cuisine,Kaiseki (Traditional Japanese),"¥20,000","¥29,999","¥6,000","¥7,999",3.59,3.52,3.62,74,35.00523604,135.7700315,TRUE
737,Miho,味峯 西大路駅前店,Nishioji,Izakaya (Tavern),Okinawan Cuisine,"¥3,000","¥3,999",,,3.23,3.23,,7,34.98058523,135.7317055,TRUE
738,Tempurakawatatsu,天ぷら 川辰,Katsuragawa,Tempura,Kaiseki (Traditional Japanese),"¥5,000","¥5,999","¥3,000","¥3,999",3.56,3.32,3.61,40,34.96496281,135.7203219,TRUE
739,Gyaatei,ぎゃあてい,Arashiyama,Buffet style,Sushi,"¥2,000","¥2,999",,,3.51,3.06,3.51,72,35.01541167,135.677434,TRUE
740,Ryuumon,龍門 百万遍店,Mototanaka,Sichuan Cuisine,Dim sum,"¥2,000","¥2,999",¥0,¥999,3.08,3.08,3.08,26,35.02841576,135.7845548,FALSE
741,Yakinikudaisen,焼肉 大仙 西院店,Saiin,Yakiniku (BBQ Beef),Horumon (BBQ Offel),"¥5,000","¥5,999",,,3,3,,8,35.00216904,135.7324295,TRUE
742,Erupojo,EL POLLO,Kyoto,Spain,Pizza,"¥4,000","¥4,999",,,3.2,3.2,,42,34.98940194,135.760019,TRUE
743,Man,滿,Kyoto Shiyakusho Mae,Sushi,Kappo (Traditional Japanese),"¥15,000","¥19,999","¥8,000","¥9,999",3.06,3.06,,3,35.00808455,135.7656256,TRUE
744,Baoku,Bar 奥,Karasuma,Bar,Wine bar,"¥3,000","¥3,999",,,3.08,3.08,,28,35.0028606,135.7622478,TRUE
745,Arashiyamakohakudou,嵐山 琥珀堂,Arashiyama,French,Cafe,"¥2,000","¥2,999","¥1,000","¥1,999",3.07,3.01,3.08,27,35.01794554,135.6763724,FALSE
746,Shinshin,心心,Karasuma Oike,Izakaya (Tavern),Seafood,"¥4,000","¥4,999",,,3.49,3.49,,20,35.00777483,135.7639249,TRUE
747,Icchou,一兆,Gion Shijo,Kyoto Cuisine,Nihonshu (Japanese sake),"¥5,000","¥5,999",,,3.02,3.02,,1,35.00486137,135.77095,TRUE
748,Shusaishokubouichi,酒菜食房いち,Shijo,Kyoto Cuisine,Kaiseki (Traditional Japanese),"¥5,000","¥5,999","¥1,000","¥1,999",3.22,3.14,3.18,50,35.0043759,135.7566118,TRUE
749,supeimbarurapaera,スペインバル ラパエラ,Matsugasaki,Spain,Bar,"¥3,000","¥3,999","¥1,000","¥1,999",3.28,3.18,3.23,10,35.05147928,135.7775901,TRUE
750,Gimmiyananairo,吟味屋　菜々色,Omiya,Izakaya (Tavern),Kappo (Traditional Japanese),"¥4,000","¥4,999","¥4,000","¥4,999",3.06,3.06,,7,35.00251214,135.7528311,TRUE
751,Marugameseimen,丸亀製麺 河原町三条店,Kyoto Shiyakusho Mae,Udon,,¥0,¥999,¥0,¥999,3.07,3.07,3.08,45,35.00815821,135.7688876,TRUE
752,Ramenfuji,ラーメン 藤 五条店,Kiyomizu Gojo,Ramen,,¥0,¥999,¥0,¥999,3.16,3.08,3.14,34,34.99558459,135.7708738,TRUE
753,Kyoutogionkawamuraryourihei,京都祇園 川村 料理平 祇園北側店,Gion Shijo,Kyoto Cuisine,Kaiseki (Traditional Japanese),"¥5,000","¥5,999","¥2,000","¥2,999",3,3,3.06,3,35.00522753,135.7758868,TRUE
754,Sentoro,CENTRO,Kyoto,Italian,Restaurants (other),"¥4,000","¥4,999",,,3.1,3.1,,24,34.98933448,135.7585224,FALSE
755,Giommikaku,祇園みかく,Gion Shijo,Steak,Sukiyaki,"¥15,000","¥19,999","¥15,000","¥19,999",3.1,3.1,3.01,21,35.00513854,135.7726531,TRUE
756,Enyanishiki,円屋 錦,Karasuma,Izakaya (Tavern),Oden,"¥3,000","¥3,999",¥0,¥999,3.12,3.06,3.22,37,35.00551862,135.7628228,TRUE
757,Kampaiboupuruda,韓杯房 プルダ 京都駅南店,Kyoto,Korean cuisine,Yakiniku (BBQ Beef),"¥3,000","¥3,999",,,3.42,3.42,,27,34.98271494,135.7599459,FALSE
758,Menshoutakamatsu,麺匠 たか松 四条店,Karasuma,Ramen,Tsukemen,¥0,¥999,¥0,¥999,3.07,3.06,3.07,34,35.00342136,135.7611665,TRUE
759,Kyounooheso,京のおへそ,Kawaramachi,Izakaya (Tavern),,"¥3,000","¥3,999",,,3.51,3.51,3.02,13,35.0054804,135.7664421,TRUE
760,Zen,ぜん,Demachiyanagi,Izakaya (Tavern),Yakitori (Grilled chicken),"¥3,000","¥3,999",,,3.05,3.05,,5,35.02872941,135.7727757,TRUE
761,Aburiya,あぶりや,Higashi Maizuru,Izakaya (Tavern),Oden,"¥3,000","¥3,999",,,3.05,3.05,,1,35.47413574,135.3962936,TRUE
762,kodawaritamagosemmontentamagoya,こだわり卵専門店 たまごや,Arashiyama Torokko Station,Cafe,Japanese food (other),¥0,¥999,,,3.15,3.05,3.15,22,35.01972639,135.6721298,TRUE
763,Tenjiyuen,てんじゅえん,Saiin,Yakiniku (BBQ Beef),Horumon (BBQ Offel),"¥3,000","¥3,999",,,3.46,3.46,,12,35.00415428,135.7311325,TRUE
764,Rinku,リンク,Kyoto Shiyakusho Mae,Fowl,Izakaya (Tavern),"¥2,000","¥2,999",,,3.27,3.27,,23,35.00927088,135.7696083,TRUE
765,Nishikiichiha,錦一葉,Kawaramachi,Café / coffee shop (and others),Sweets,"¥1,000","¥1,999","¥1,000","¥1,999",3.46,3.08,3.43,44,35.00499766,135.7660221,TRUE
766,Kushiageadachi,串あげ あだち,Kitaoji,Kushi-age (Fried Skewer),Izakaya (Tavern),"¥4,000","¥4,999",,,3.07,3.08,3.07,6,35.04240269,135.7553126,TRUE
767,Haiborubakyoutoichikyunisan,ハイボールバー　京都1923,Gion Shijo,Izakaya (other),Bar,"¥2,000","¥2,999","¥1,000","¥1,999",3.32,3.32,3.07,38,35.003669,135.7707693,TRUE
768,Washokumai,和食 舞,Kyoto,Tempura,Sushi,"¥3,000","¥3,999","¥1,000","¥1,999",3,3,3,9,34.98386873,135.7613329,TRUE
769,Kyoutonanajouyakinikusakabayamadaruma,京都七条焼肉酒場 やまだるま,Shichijo,Yakiniku (BBQ Beef),Horumon (BBQ Offel),"¥4,000","¥4,999",,,3.06,3.06,,11,34.989406,135.7662934,TRUE
770,nikubaruandohorumonnabetaigu,肉バル＆ホルモン鍋TAIGU,Kyoto Shiyakusho Mae,Bar,Motsu Nabe (Offel Hot Pot),"¥3,000","¥3,999","¥1,000","¥1,999",3.04,3.03,3.03,2,35.01167897,135.7706442,TRUE
771,Itoukyuuemon,伊藤久右衛門 本店,Uji,Sweets,Japan tea shoppe,¥0,¥999,,,3.58,3.09,3.58,380,34.89654917,135.8087566,TRUE
772,Kantonoryouritakeka,広東御料理　竹香,Gion Shijo,Chinese,Cantonese Cuisine,"¥3,000","¥3,999",,,3.3,3.3,,27,35.00587383,135.7748988,FALSE
773,Chikurin,竹林 本店,Uji,Kyoto Cuisine,Kaiseki (Traditional Japanese),"¥8,000","¥9,999","¥3,000","¥3,999",3.04,3.04,3.01,5,34.88542987,135.7962015,TRUE
774,Satsumayakinikukurozakurakurozakura,薩摩焼肉　黒桜,Uji,Yakiniku (BBQ Beef),Horumon (BBQ Offel),"¥4,000","¥4,999","¥1,000","¥1,999",3.42,3.42,3.06,13,34.88292271,135.8007201,TRUE
775,Takasegawa,TAKASEGAWA,Gion Shijo,Sumibiyaki,Yakitori (Grilled chicken),"¥5,000","¥5,999",,,3.6,3.6,,43,35.00247384,135.7702983,TRUE
776,Hairaitoshiyokudou,ハイライト食堂 御池店,Yamanouchi,table d'hôte,Western Cuisine,¥0,¥999,¥0,¥999,3.08,3.05,3.08,41,35.01079892,135.7230503,FALSE
777,Kikusui,菊水,Gion Shijo,Western Cuisine,French,"¥3,000","¥3,999","¥1,000","¥1,999",3.18,3.07,3.33,82,35.00398066,135.7722747,FALSE
778,Kimukatsu,キムカツ 京都烏丸店,Shijo,Tonkatsu (Pork cutlet),Sandwich,"¥1,000","¥1,999","¥1,000","¥1,999",3.08,3.07,3.08,86,35.00315246,135.7591239,TRUE
779,Kafemanowaru,カフェマノワール,Saiin,Italian,,"¥2,000","¥2,999",¥0,¥999,3.08,3.09,3.06,21,35.00251114,135.7326437,FALSE
780,Purejiru,バイキングレストラン ル・プレジール,Kyoto,Buffet style,,"¥4,000","¥4,999","¥2,000","¥2,999",3.15,3.07,3.3,68,34.98379087,135.7559614,TRUE
781,Sumibiyakitorikajian,炭火やきとり　かじ庵,Nagaokakyo,Yakitori (Grilled chicken),Shochu (Japanese spirits),"¥2,000","¥2,999",¥0,¥999,3.03,3,3.04,8,34.92260454,135.6998042,TRUE
782,Kazamidori,風見鶏 烏丸六角店,Karasuma Oike,Izakaya (Tavern),Yakitori (Grilled chicken),"¥2,000","¥2,999",¥0,¥999,3,3,,6,35.0074587,135.7607894,TRUE
783,SPOON,スプーン,Karasuma,Dining bar,Japanese food (other),"¥3,000","¥3,999",,,3.18,3.18,,39,35.00287949,135.7624625,TRUE
784,Isobe,いそべ 本店,Higashiyama,Kaiseki (Traditional Japanese),Kyoto Cuisine,"¥6,000","¥7,999","¥3,000","¥3,999",3.06,3.06,3,12,35.00297631,135.7821802,TRUE
785,Sukairaunjikuu,スカイラウンジ「空」KUU,Kyoto,Bar,Lounge,"¥2,000","¥2,999",¥0,¥999,3.09,3.09,3.03,56,34.98758746,135.7593276,TRUE
786,Kaiuntei,海雲亭 槙島店,Ogura,Yakiniku (BBQ Beef),Korean cuisine,"¥3,000","¥3,999","¥1,000","¥1,999",3.05,3.03,3.06,19,34.90581747,135.7839321,FALSE
787,Honkedaiichiasahi,本家 第一旭 たかばし本店,Kyoto,Ramen,Dumplings,¥0,¥999,¥0,¥999,3.6,3.59,3.6,1319,34.98669511,135.7625083,TRUE
788,Kichisen,京懐石 吉泉,Demachiyanagi,Kaiseki (Traditional Japanese),,"¥20,000","¥29,999","¥10,000","¥14,999",4.19,4.16,4.11,79,35.03579724,135.7713522,TRUE
789,Hisago,ひさご,Gion Shijo,Oyako-don (Chicken Bowl),Soba,¥0,¥999,¥0,¥999,3.54,3.34,3.53,180,35.00060252,135.7787938,TRUE
790,shikimanzenhanahana,四季萬膳はなはな,Nijo,Izakaya (Tavern),Motsu Nabe (Offel Hot Pot),"¥3,000","¥3,999",,,3.09,3.1,,14,35.01092024,135.7430915,TRUE
791,Gurumatei,ぐるま亭,Shin Tanabe,Okonomiyaki,Teppanyaki,"¥2,000","¥2,999",,,3.05,3.05,,4,34.81994479,135.7722929,TRUE
792,Kappouiimori,割烹 いいもり,Gion Shijo,Kappo (Traditional Japanese),Kaiseki (Traditional Japanese),"¥8,000","¥9,999","¥4,000","¥4,999",3.52,3.52,,15,35.00512032,135.7761021,TRUE
793,barchetta,バルケッタ,Gojo,Italian,Wine bar,"¥3,000","¥3,999",,,3.43,3.43,,29,34.99878458,135.7589631,FALSE
794,Ajinomeimon,味の名門 総本家,Tambaguchi,Ramen,Dumplings,¥0,¥999,¥0,¥999,3.19,3.13,3.09,55,34.99078844,135.7393728,TRUE
795,Nagagutsutei,ながぐつ亭 本店,Jingu Marutamachi,Pasta,Pizza,"¥3,000","¥3,999","¥2,000","¥2,999",3,3.08,3,21,35.01527396,135.776008,TRUE
796,Ishise,石勢,Fushimi Momoyama,Kyoto Cuisine,Kappo (Traditional Japanese),"¥4,000","¥4,999",,,3.08,3.09,,13,34.93159269,135.7636549,TRUE
797,Apikaruinkyouto,アピカルイン京都,Shugakuin,Ryokan,Kaiseki (Traditional Japanese),"¥3,000","¥3,999","¥2,000","¥2,999",3.06,3.06,,3,35.05222857,135.7891905,TRUE
798,Hanakushi,はな串,Kyoto,Kushi-age (Fried Skewer),Izakaya (Tavern),"¥2,000","¥2,999",,,3.53,3.53,,67,34.98937084,135.7569619,TRUE
799,Gionyuyama,祇園ゆやま,Sanjo Keihan,Kaiseki (Traditional Japanese),Kappo (Traditional Japanese),"¥8,000","¥9,999","¥5,000","¥5,999",3.51,3.51,3.52,23,35.00565611,135.7766815,TRUE
800,Gioneguchi,祇おん 江口,Gion Shijo,Kappo (Traditional Japanese),Kyoto Cuisine,"¥8,000","¥9,999",,,3.17,3.17,,9,35.00483172,135.7747445,TRUE
801,Sumibitowainkyoutoekimaeten,炭火とワイン 京都駅前店,Kyoto,Bar,Italian,"¥4,000","¥4,999",,,3.49,3.49,,22,34.9894509,135.760963,FALSE
802,Susumevaikingubaikingu,すすめ！ヴァイキング 京都八幡店,Yawatashi,Buffet style,Yakiniku (BBQ Beef),"¥2,000","¥2,999","¥1,000","¥1,999",3.03,3,3.04,21,34.86400143,135.7225664,TRUE
803,Jounanen,城南園,Takeda,Chinese,Bento (Lunch box),"¥2,000","¥2,999",¥0,¥999,3.15,3.05,3.15,25,34.94741041,135.7455587,FALSE
804,shunsairyoushin,旬彩漁 しん,Fushimi Momoyama,Seafood,Izakaya (Tavern),"¥4,000","¥4,999","¥2,000","¥2,999",3.33,3.33,,6,34.93163824,135.7635579,TRUE
805,Shourenkanyoshinoya,昭恋館 よ志のや,Kyotango,Ryokan,Crab,"¥30,000",,"¥10,000","¥14,999",3.55,3.56,3.51,24,35.73530309,135.0942837,TRUE
806,pino,Trattoria Pino,Matsugasaki,Italian,Cafe,"¥3,000","¥3,999","¥1,000","¥1,999",3.07,3.08,3.07,48,35.05176671,135.7754317,FALSE
807,Kyoumachishizuku,京町しずく 京都駅前店,Kyoto,Izakaya (Tavern),Seafood,"¥3,000","¥3,999",,,3.05,3.05,,5,34.98790855,135.7600259,TRUE
808,nihonshutoobanzainokyousakabamitoki,日本酒とおばんざいの京酒場 みとき,Shijo,Izakaya (Tavern),Kyoto Cuisine,"¥3,000","¥3,999",,,3.12,3.12,,16,35.00261583,135.7580509,TRUE
809,Koudaijihashiba,高台寺羽柴,Gion Shijo,Kyoto Cuisine,Tempura,"¥2,000","¥2,999","¥2,000","¥2,999",3.23,3.07,3.23,31,35.0006617,135.7797678,TRUE
810,Ryuunohige,龍のひげ,Kyoto Shiyakusho Mae,Kyoto Cuisine,French,"¥5,000","¥5,999","¥3,000","¥3,999",3.7,3.74,3.54,70,35.01028104,135.7693502,FALSE
811,nikutowaimbaruwaraku,肉とワイン バルワラク,Kyoto,Bar,Spain,"¥3,000","¥3,999",¥0,¥999,3.52,3.51,3.3,26,34.98943005,135.7599811,FALSE
812,Kyoutogontaro,京都 権太呂 本店,Kawaramachi,Udon Suki,Soba,"¥5,000","¥5,999","¥1,000","¥1,999",3.59,3.51,3.59,151,35.00438966,135.7654122,TRUE
813,Kuragarimasa,くらがり まさ,Gion Shijo,Dining bar,Motsu Nabe (Offel Hot Pot),"¥5,000","¥5,999","¥1,000","¥1,999",3.44,3.44,,8,35.004652,135.7738587,TRUE
814,Kirarazaka,きらら坂,Matsuiyamate,Izakaya (Tavern),Creative cuisine,"¥3,000","¥3,999","¥1,000","¥1,999",3.08,3,3.12,8,34.83096399,135.7303498,TRUE
815,Ryuumon,龍門 岡崎店,Higashiyama,Chinese,Sichuan Cuisine,"¥2,000","¥2,999",¥0,¥999,3.09,3.05,3.15,36,35.01407702,135.7848193,FALSE
816,Minamiyakankokushokudou,南屋韓国食堂,Shijo,Korean cuisine,Korean hot pot,"¥3,000","¥3,999",¥0,¥999,3.09,3.09,,13,35.00138097,135.7582707,FALSE
817,Kyouya,京屋,Gion Shijo,Kaiseki (Traditional Japanese),Angler,"¥10,000","¥14,999","¥5,000","¥5,999",3.04,3.04,,4,35.00597935,135.7730282,TRUE
818,Giwommorikou,ぎをん森幸,Higashiyama,Cantonese Cuisine,Dim sum,"¥4,000","¥4,999","¥1,000","¥1,999",3.5,3.37,3.4,37,35.00764261,135.778999,TRUE
819,Sakaguratamanohikari,酒蔵玉乃光,Karasuma,Izakaya (Tavern),Mizutaki,"¥2,000","¥2,999",¥0,¥999,3.05,3.05,3.03,6,35.00270231,135.763846,TRUE
820,Itsuraku,いつらく,Gion Shijo,Izakaya (Tavern),Kyoto Cuisine,"¥4,000","¥4,999",,,3.5,3.5,,19,35.00467889,135.770762,TRUE
821,Teppen,テッペン。,Momoyamagoryomae,Okonomiyaki,Chow Mein Noodle,"¥1,000","¥1,999",¥0,¥999,3.06,3.09,3,11,34.9351298,135.7630361,TRUE
822,Nijou,二条,Nijojo Mae,Teppanyaki,Steak,"¥8,000","¥9,999","¥3,000","¥3,999",3.06,3.05,3.06,16,35.01245274,135.7527673,TRUE
823,Giwontokiwa,ぎをん 常盤,Sanjo Keihan,Soba,Udon,"¥1,000","¥1,999","¥1,000","¥1,999",3.6,3.6,3.52,106,35.00571971,135.7761635,TRUE
824,Arufakafe,Arfa cafe,Sanjo,Dining bar,Bar,"¥2,000","¥2,999",,,3.04,3.04,,3,35.00956475,135.7702827,TRUE
825,Kaiuntei,海雲亭 小倉本店,Ogura,Korean cuisine,Yakiniku (BBQ Beef),"¥3,000","¥3,999","¥1,000","¥1,999",3.06,3.06,3.05,22,34.89487306,135.7822058,FALSE
826,Bisutoroya,びすとろ家 京都駅前店,Kyoto,Izakaya (Tavern),Bistro,"¥4,000","¥4,999","¥3,000","¥3,999",3,3,,3,34.98791466,135.7600284,TRUE
827,THE AGLIO GARDEN,ザ アーリオガーデン,Gion Shijo,Dining bar,Creative cuisine,"¥3,000","¥3,999",,,3.03,3.03,,5,35.00471672,135.7773416,TRUE
828,Ichiyoshi,いちよし,Kyotanabe,Yakiniku (BBQ Beef),Izakaya (Tavern),"¥4,000","¥4,999",,,3.5,3.5,3.08,19,34.81952062,135.7697117,TRUE
829,Yukari,縁,Shijo,Chinese,Izakaya (Tavern),"¥3,000","¥3,999",¥0,¥999,3.32,3.28,3.19,8,35.00171464,135.7563721,FALSE
830,RH Cafe,RH Cafe 京都店,Kawaramachi,Cafe,,"¥1,000","¥1,999","¥1,000","¥1,999",3.39,3.09,3.33,31,35.00679142,135.7693587,TRUE
831,Suiba,すいば 六角富小路店,Kyoto Shiyakusho Mae,Stand Bar,Dining bar,"¥1,000","¥1,999",,,3.55,3.53,3.32,50,35.00745793,135.7648179,TRUE
832,menkiya,麺毅家 河原町店,Kawaramachi,Ramen,Chinese,"¥1,000","¥1,999",¥0,¥999,3.08,3.05,3.08,11,35.00624673,135.7679955,FALSE
833,Kinkao,キンカーオ,Shichijo,Thailand cooking,Thai Curry,"¥2,000","¥2,999","¥1,000","¥1,999",3.55,3.52,3.57,74,34.98941378,135.7665653,FALSE
834,Ujisoukokoro,宇治創 こころ,Uji,Dining bar,Creative cuisine,"¥3,000","¥3,999","¥1,000","¥1,999",3.07,3,3.08,25,34.89028752,135.8029024,TRUE
835,Domadoma,土間土間 木屋町三条店,Sanjo,Izakaya (Tavern),Yakitori (Grilled chicken),"¥3,000","¥3,999",,,3.02,3.02,,29,35.00786235,135.7706734,TRUE
836,Chikyuuizakayashibuya,地球居酒屋 渋屋 椥辻本店,Nagitsuji,Izakaya (Tavern),Japanese food (other),"¥2,000","¥2,999",¥0,¥999,3,3,3,10,34.9710888,135.8142069,TRUE
837,Ginzaraion,銀座ライオン 京都四条烏丸店,Shijo,Dining bar,Beer,"¥4,000","¥4,999",¥0,¥999,3.03,3.03,3.03,21,35.00346187,135.7588778,TRUE
838,ORTO,オルト,Karasuma Oike,Innovative cuisine,Fusion cuisine,"¥8,000","¥9,999","¥4,000","¥4,999",4.06,3.97,3.85,53,35.0079908,135.757053,TRUE
839,tsujiriheehonten,辻利兵衛本店,Uji,Parfait,Japan tea shoppe,"¥1,000","¥1,999","¥1,000","¥1,999",3.54,3.07,3.54,116,34.88947307,135.7976731,TRUE
840,Haroukithisaryou,はろうきてぃ茶寮,Gion Shijo,Cafe,Kyoto Cuisine,"¥1,000","¥1,999",,,3.53,3.05,3.53,31,34.99888412,135.7804654,TRUE
841,Minamiyawagyuudou,南屋和牛堂,Kitaoji,Yakiniku (BBQ Beef),Horumon (BBQ Offel),"¥3,000","¥3,999",,,3.04,3.04,,5,35.05711174,135.7469775,TRUE
842,Toretatedaininguyagyuu,とれたてダイニング 柳生,Narayama,Kaiseki (Traditional Japanese),Izakaya (Tavern),"¥3,000","¥3,999","¥1,000","¥1,999",3.27,3.08,3.45,17,34.7158178,135.8319938,TRUE
843,Itoudainingu,伊藤ダイニング 京都,Gion Shijo,Teppanyaki,Steak,"¥8,000","¥9,999","¥3,000","¥3,999",3.33,3.13,3.48,18,35.00544054,135.7742942,TRUE
844,Saradanomisesancho,サラダの店サンチョ 伏見店,Fushimi Momoyama,Hamburger Steak,Western (Others),"¥1,000","¥1,999","¥1,000","¥1,999",3.08,3.07,3.1,72,34.93157547,135.7636046,FALSE
845,eruku,elk 京都河原町店,Kawaramachi,Pancake,Cafe,"¥1,000","¥1,999",¥0,¥999,3.53,3.09,3.52,62,35.00593926,135.7681336,TRUE
846,Teinojikafe,丁の字 CAFE,Kyoto Shiyakusho Mae,Cafe,Coffee shoppe,"¥1,000","¥1,999",¥0,¥999,3.55,3.04,3.55,25,35.01307409,135.7700722,TRUE
847,Sumibiyakitorikou,炭火やきとり 恒,Kawaramachi,Yakitori (Grilled chicken),Izakaya (Tavern),"¥2,000","¥2,999",,,3.02,3.02,,4,35.00181808,135.7656402,TRUE
848,Maboroshinochuukasobakatouyashijounibojirou,幻の中華そば加藤屋 四条にぼ次朗,Shijo,Ramen,Chinese,¥0,¥999,¥0,¥999,3.51,3.26,3.37,131,35.00345546,135.7575107,FALSE
